"","ObjID","feature","Indiv","GE","box","form_vessel"
"323",844,"07/11","II/2b:74",NA,NA,NA
"324",845,"07/11","I/6:1",NA,NA,NA
"325",846,"07/11","II/2b:50",NA,NA,NA
"326",847,"07/11","II/2b:63",NA,NA,NA
"327",848,"07/11","I/2:4",NA,NA,NA
"328",849,"07/11","II/2b:83",NA,NA,NA
"329",850,"07/11","I/3:11",NA,NA,NA
"330",851,"07/11","II/2b:238",NA,NA,NA
"331",852,"07/11","II/2b:108",NA,NA,NA
"332",853,"07/11","II/2b:163",NA,NA,NA
"333",854,"07/11","II/2b:68",NA,NA,NA
"334",855,"07/11","II/2b:42",NA,NA,NA
"335",856,"07/11","I/5:1",NA,NA,NA
"336",857,"07/11","II/2b:82",NA,NA,NA
"337",858,"07/11","/0:1",NA,NA,NA
"338",859,"07/11","II/2b:76",NA,NA,NA
"339",860,"07/11","II/2b:60",NA,NA,NA
"340",861,"07/11","I/2:1",NA,NA,NA
"341",862,"07/11","I/4:1",NA,NA,NA
"342",863,"07/11","II/2b:49",NA,NA,NA
"343",864,"07/11","I/3:3",NA,NA,NA
"344",865,"07/11","I/1:2",NA,NA,NA
"345",866,"07/11","I/1:5",NA,NA,NA
"346",867,"07/11","I/1:16",NA,NA,NA
"347",868,"07/11","I/2:2",NA,NA,NA
"348",869,"07/11","I/2:7",NA,NA,NA
"349",870,"07/11","I/2:16",NA,NA,NA
"350",871,"07/11","I/2:17",NA,NA,NA
"351",872,"07/11","I/2:19",NA,NA,NA
"352",873,"07/11","II/2b:41",NA,NA,NA
"353",874,"07/11","I/1:1",NA,NA,NA
"354",875,"07/11","II/2b:53",NA,NA,NA
"355",876,"07/11","II/2b:51",NA,NA,NA
"356",877,"07/11","II/2b:43",NA,NA,NA
"357",878,"07/11","I/3:5",NA,NA,NA
"358",879,"07/11","I/1:6",NA,NA,NA
"359",880,"07/11","I/2:13",NA,NA,NA
"360",881,"07/11","I/1:18",NA,NA,NA
"361",882,"07/11","II/2b:70",NA,NA,NA
"362",883,"07/11","II/2b:54",NA,NA,NA
"363",884,"07/11","I/2:12",NA,NA,NA
"364",885,"07/11","II/2b:66",NA,NA,NA
"365",886,"07/11","I/1:8",NA,NA,NA
"366",887,"07/11","II/2b:104",NA,NA,NA
"367",888,"07/11","II/2b:69",NA,NA,NA
"368",889,"07/11","I/1:12",NA,NA,NA
"369",890,"07/11","I/1:19",NA,NA,NA
"370",891,"07/11","II/2b:71",NA,NA,NA
"371",892,"07/11","I/1:14",NA,NA,NA
"372",893,"07/11","II/2b:103",NA,NA,NA
"373",894,"07/11","I/1:13",NA,NA,NA
"374",895,"07/11","II/2c:7",NA,NA,NA
"375",896,"07/11","I/1:27",NA,NA,NA
"376",897,"07/11","II/2b:123",NA,NA,NA
"377",898,"07/11","II/2b:127",NA,NA,NA
"378",899,"07/11","I/1:22",NA,NA,NA
"379",900,"07/11","II/2b:141",NA,NA,NA
"380",901,"07/11","II/2b:137",NA,NA,NA
"381",902,"07/11","I/1:24",NA,NA,NA
"382",903,"07/11","II/2b:125",NA,NA,NA
"383",904,"07/11","I/1:28",NA,NA,NA
"384",905,"07/11","II/2b:198",NA,NA,NA
"385",906,"07/11","II/2b:201",NA,NA,NA
"386",907,"07/11","II/2b:192",NA,NA,NA
"387",908,"07/11","II/2b:130",NA,NA,NA
"388",909,"07/11","I/1:36",NA,NA,NA
"389",910,"07/11","II/2b:197",NA,NA,NA
"390",911,"07/11","I/1:4",NA,NA,NA
"391",912,"07/11","II/2b:102",NA,NA,NA
"392",913,"07/11","I/1:3",NA,NA,NA
"393",914,"07/11","II/2b:61",NA,NA,NA
"394",915,"07/11","II/2b:64",NA,NA,NA
"395",916,"07/11","II/2b:91",NA,NA,NA
"396",917,"07/11","I/2:9",NA,NA,NA
"397",918,"07/11","II/2b:98",NA,NA,NA
"398",919,"07/11","I/3:14",NA,NA,NA
"399",920,"07/11","II/2b:81",NA,NA,NA
"400",921,"07/11","I/1:15",NA,NA,NA
"401",922,"07/11","II/2b:88",NA,NA,NA
"402",923,"07/11","I/2:10",NA,NA,NA
"403",924,"07/11","I/1:21",NA,NA,NA
"404",925,"07/11","II/2b:97",NA,NA,NA
"405",926,"07/11","I/1:10",NA,NA,NA
"406",927,"07/11","I/3:15",NA,NA,NA
"407",928,"07/11","II/2b:84",NA,NA,NA
"408",929,"07/11","II/2b:95",NA,NA,NA
"409",930,"07/11","I/2:14",NA,NA,NA
"410",931,"07/11","I/1:9",NA,NA,NA
"411",932,"07/11","II/2b:117",NA,NA,NA
"412",933,"07/11","II/2b:106",NA,NA,NA
"413",934,"07/11","I/1:7",NA,NA,NA
"414",935,"07/11","I/2:8",NA,NA,NA
"415",936,"07/11","II/2b:165",NA,NA,NA
"416",937,"07/11","I/2:6",NA,NA,NA
"417",938,"07/11","II/2b:92",NA,NA,NA
"418",939,"07/11","II/2c:5",NA,NA,NA
"419",940,"07/11","I/1:20",NA,NA,NA
"420",941,"07/11","II/2b:146",NA,NA,NA
"421",942,"07/11","I/1:11",NA,NA,NA
"422",943,"07/11","II/2b:33",NA,NA,NA
"423",944,"07/11","II/2b:67",NA,NA,NA
"424",945,"07/11","II/2b:105",NA,NA,NA
"425",946,"07/11","I/4:2",NA,NA,NA
"426",947,"07/11","II/2b:101",NA,NA,NA
"427",948,"07/11","I/6:4",NA,NA,NA
